        11,     14461,    0.0857,2.31e+17,1.65e+08
        13,     17091,    0.0725,1.06e+17,7.65e+07
        17,     22350,    0.0555,2.95e+16,1.92e+07
        23,     30238,    0.0410,5.63e+15,3.84e+06
