     20.049999       0.32410612E-02
     20.274998       0.31538290E-02
     20.500000       0.30700759E-02
     20.724998       0.29896220E-02
     20.950001       0.29122928E-02
     21.174999       0.28379318E-02
     21.399998       0.27663868E-02
     21.625000       0.26975157E-02
     21.849998       0.26311901E-02
     22.075001       0.25672824E-02
     22.299999       0.25056790E-02
     22.524998       0.24462698E-02
     22.750000       0.23889496E-02
     22.974998       0.23336239E-02
     23.199997       0.22802001E-02
     23.424999       0.22285913E-02
     23.649998       0.21787174E-02
     23.875000       0.21305001E-02
     24.099998       0.20838682E-02
     24.324997       0.20387521E-02
     24.549999       0.19950856E-02
     24.774998       0.19528091E-02
     25.000000       0.19118627E-02
     25.224998       0.18721924E-02
     25.449997       0.18337451E-02
     25.674999       0.17964702E-02
     25.899998       0.17603218E-02
     26.125000       0.17252536E-02
     26.349998       0.16912243E-02
     26.574997       0.16581925E-02
     26.799999       0.16261190E-02
     27.024998       0.15949683E-02
     27.250000       0.15647041E-02
     27.474998       0.15352940E-02
     27.699997       0.15067057E-02
     27.924999       0.14789085E-02
     28.149998       0.14518743E-02
     28.375000       0.14255744E-02
     28.599998       0.13999835E-02
     28.824997       0.13750757E-02
     29.049999       0.13508267E-02
     29.274998       0.13272140E-02
     29.500000       0.13042150E-02
     29.724998       0.12818091E-02
     29.949997       0.12599758E-02
     30.174999       0.12386953E-02
     30.399998       0.12179501E-02
     30.625000       0.11977213E-02
     30.849998       0.11779928E-02
     31.074997       0.11587478E-02
     31.299999       0.11399703E-02
     31.524998       0.11216461E-02
     31.750000       0.11037598E-02
     31.974998       0.10862982E-02
     32.199997       0.10692479E-02
     32.424999       0.10525955E-02
     32.649998       0.10363296E-02
     32.875000       0.10204374E-02
     33.099998       0.10049083E-02
     33.324997       0.98973100E-03
     33.549999       0.97489483E-03
     33.774998       0.96038974E-03
     34.000000       0.94620593E-03
     34.224998       0.93233416E-03
     34.449997       0.91876522E-03
     34.674999       0.90549009E-03
     34.899998       0.89250081E-03
     35.125000       0.87978880E-03
     35.349998       0.86734668E-03
     35.574997       0.85516656E-03
     35.799999       0.84324091E-03
     36.024998       0.83156318E-03
     36.250000       0.82012607E-03
     36.474998       0.80892352E-03
     36.699997       0.79794889E-03
     36.924999       0.78719590E-03
     37.149998       0.77665895E-03
     37.375000       0.76633178E-03
     37.599998       0.75620944E-03
     37.824997       0.74628637E-03
     38.049999       0.73655696E-03
     38.274998       0.72701680E-03
     38.500000       0.71766054E-03
     38.724998       0.70848384E-03
     38.949997       0.69948197E-03
     39.174999       0.69065041E-03
     39.399998       0.68198516E-03
     39.625000       0.67348171E-03
     39.849998       0.66513645E-03
     40.074997       0.65694530E-03
     40.299999       0.64890424E-03
     40.524998       0.64101006E-03
     40.750000       0.63325891E-03
     40.974998       0.62564749E-03
     41.199997       0.61817245E-03
     41.424999       0.61083035E-03
     41.649998       0.60361842E-03
     41.875000       0.59653330E-03
     42.099998       0.58957222E-03
     42.324997       0.58273222E-03
     42.549999       0.57601036E-03
     42.774998       0.56940420E-03
     43.000000       0.56291093E-03
     43.224998       0.55652810E-03
     43.449997       0.55025317E-03
     43.674999       0.54408368E-03
     43.899998       0.53801732E-03
     44.125000       0.53205174E-03
     44.349998       0.52618487E-03
     44.574997       0.52041439E-03
     44.799995       0.51473830E-03
     45.025002       0.50915442E-03
     45.250000       0.50366092E-03
     45.474998       0.49825583E-03
     45.699997       0.49293732E-03
     45.924995       0.48770333E-03
     46.150002       0.48255208E-03
     46.375000       0.47748210E-03
     46.599998       0.47249162E-03
     46.824997       0.46757894E-03
     47.049995       0.46274236E-03
     47.275002       0.45798022E-03
     47.500000       0.45329134E-03
     47.724998       0.44867406E-03
     47.949997       0.44412694E-03
     48.174995       0.43964854E-03
     48.400002       0.43523737E-03
     48.625000       0.43089228E-03
     48.849998       0.42661191E-03
     49.074997       0.42239498E-03
     49.299995       0.41824022E-03
     49.525002       0.41414626E-03
     49.750000       0.41011222E-03
     49.974998       0.40613679E-03
     50.199997       0.40221884E-03
     50.424995       0.39835726E-03
     50.650002       0.39455084E-03
     50.875000       0.39079879E-03
     51.099998       0.38709997E-03
     51.324997       0.38345342E-03
     51.549995       0.37985811E-03
     51.775002       0.37631292E-03
     52.000000       0.37281726E-03
     52.224998       0.36936995E-03
     52.449997       0.36597028E-03
     52.674995       0.36261725E-03
     52.900002       0.35930995E-03
     53.125000       0.35604777E-03
     53.349998       0.35282980E-03
     53.574997       0.34965515E-03
     53.799995       0.34652316E-03
     54.025002       0.34343291E-03
     54.250000       0.34038389E-03
     54.474998       0.33737525E-03
     54.699997       0.33440631E-03
     54.924995       0.33147632E-03
     55.150002       0.32858456E-03
     55.375000       0.32573053E-03
     55.599998       0.32291346E-03
     55.824997       0.32013279E-03
     56.049995       0.31738783E-03
     56.275002       0.31467789E-03
     56.500000       0.31200256E-03
     56.724998       0.30936117E-03
     56.949997       0.30675315E-03
     57.174995       0.30417798E-03
     57.400002       0.30163493E-03
     57.625000       0.29912370E-03
     57.849998       0.29664366E-03
     58.074997       0.29419432E-03
     58.299995       0.29177515E-03
     58.525002       0.28938561E-03
     58.750000       0.28702535E-03
     58.974998       0.28469378E-03
     59.199997       0.28239055E-03
     59.424995       0.28011505E-03
     59.650002       0.27786686E-03
     59.875000       0.27564569E-03
     60.099998       0.27345101E-03
     60.324997       0.27128241E-03
     60.549995       0.26913947E-03
     60.775002       0.26702172E-03
     61.000000       0.26492892E-03
     61.224998       0.26286059E-03
     61.449997       0.26081638E-03
     61.674995       0.25879586E-03
     61.900002       0.25679867E-03
     62.125000       0.25482454E-03
     62.349998       0.25287305E-03
     62.574997       0.25094387E-03
     62.799995       0.24903667E-03
     63.025002       0.24715102E-03
     63.250000       0.24528676E-03
     63.474998       0.24344349E-03
     63.699997       0.24162085E-03
     63.924995       0.23981863E-03
     64.150002       0.23803641E-03
     64.375000       0.23627400E-03
     64.599998       0.23453110E-03
     64.824997       0.23280735E-03
     65.049995       0.23110253E-03
     65.275002       0.22941628E-03
     65.500000       0.22774847E-03
     65.724998       0.22609873E-03
     65.949997       0.22446687E-03
     66.174995       0.22285255E-03
     66.399994       0.22125556E-03
     66.625000       0.21967563E-03
     66.849998       0.21811257E-03
     67.074997       0.21656609E-03
     67.299995       0.21503604E-03
     67.524994       0.21352211E-03
     67.750000       0.21202399E-03
     67.974998       0.21054166E-03
     68.199997       0.20907479E-03
     68.424995       0.20762320E-03
     68.649994       0.20618659E-03
     68.875000       0.20476482E-03
     69.099998       0.20335773E-03
     69.324997       0.20196506E-03
     69.549995       0.20058662E-03
     69.774994       0.19922227E-03
     70.000000       0.19787169E-03
